,Release Year,Title,Origin/Ethnicity,Director,Cast,Genre,Wiki Page,Plot
28645,2017,Naval Enna Jewel,Malayalam,Renji Lal Damodaran,"Adil Hussain, Shweta Menon, Reem Kadem",unknown,https://en.wikipedia.org/wiki/Naval_Enna_Jewel,"Asma is the eldest daughter in a poor Muslim family in Malabar. Asma (Shweta Menon) is married to a 70-year-old Iranian as his fifth wife. Soon the Iranian dies and Asma becomes a widow with one child. But Asma's daughter Naval (Reem Kadem) gets good education and grew into a progressive woman. Her guardian, Chachu made all this possible. And one day Naval had to kill a man for attempting rape. Naval gets a death sentence for the same. Then it is revealed that Chachu is not a man but Asma. Then the film follows Asma's attempts to help Naval."
28646,2017,Oru Visheshapetta BiriyaniKissa,Malayalam,Kiran Narayanan,"Lena Abhilash, Nedumudi Venu, Joju George, Sunil Sukhada, Mammukoya, Bhavana",unknown,https://en.wikipedia.org/wiki/Oru_Visheshapetta_BiriyaniKissa_(film),"Oru Visheshapetta Biriyani Kissa is a Fantasy Comedy Drama. The film opens with one of the Class-Two angels in heaven losing his halo as he appeared in person in front of a kid by mistake, which was against the rules of heaven. Along with his halo, he lost almost all his angelic powers. He goes to the Class-One angel, his mentor and superior, as he wanted to remedy the situation. Class-One angel conveys his helplessness as the rules are against returning the halo once it is gone. After deliberation, he says that there is a way to get the halo back. Class-Two angel has already helped 999,999,999 humans in his career, and if he helps one more human, the total will reach a magic number, after which he can ask for a wish from his superior. To get the halo back, Class-Two angel goes to the heaven’s library, and searches the files to find a suitable person whom he can help. He chances upon Thaara’s file. He learns that Thaara was an orphan by birth and a widow.
Thaara lives a quite life in a fictional village in Kerala, a village which is famous for a mosque and the mosque’s free weekly biriyani meal. The free meal is offered by Sahib, the village head. Though it is a Muslim mosque and a Muslim does this offering, the entire village, regardless of religion and caste, takes part in it. The biriyani served is famous for its taste and the free meal program acts as a societal bonding in the entire village. Unexpectedly the chef who cooks the biriyani passes away and the entire free meal program comes to a standstill. Thaara, who had recently become a widow, is a good cook as she was once blessed by the divine being himself and had won many cooking contests in her past. Villagers are unaware of Thaara’s culinary skills and the blessings that she got. She volunteers, and requests the Sahib to give her a chance to cook biriyani. Some of the villagers object this as they do not see Thaara as a good soul. Thaara is untouched by the recent death of her husband. The Sahib, though reluctant, Okays Thaara's request.
On Thaara’s first day, a news rock the village. Thaara was pregnant and has delivered a child. The biriyani feast comes to a halt after Thaara gets pregnant. The villagers meet in the presence of Sahib. One of the villagers recommend a famous chef, an outsider to the village. The recommendation is accepted, and the new chef is appointed. But the new chef and the villager who recommends him have an ulterior motive. This takes the film to its climax. The story concludes by revealing Thaara's romantic life, the fatherhood of her child, the hardships she had to face and whether she and her biriyani will get accepted by the villagers or not.
The film starts and ends with a narration by one of the famous chefs in Kerala, thus implying that it was just a story narrated for an FM Radio programme."
28647,2017,Lechmi,Malayalam,B. N. Shajeer Shah,"Parvathy Rajeesh, Biju Sopanam, Maanav, Kalabhavan Rahman, Sethulakshmi",unknown,https://en.wikipedia.org/wiki/Lechmi,"The main theme of the movie revolves around four bachelors, Vineeth, Ikku, Stephen and Sudhi. The story advances on an incident that made unforeseen, dramatic changes in their lives. Once a spirit comes to their flat. This Spirit (Lechmi) doesn't remember anything, where she comes from, her real name, who killed her, and so on. With the help of Baba Swami (Biju Sopanam), an exorcist they came to know more about the spirit. The story of the film revolves around the incidents happen after it."
28648,2017,Velipadinte Pusthakam,Malayalam,Lal Jose,"Mohanlal, Priyanka Nair, Anoop Menon, Arun Kurian, Alencier Ley Lopez, Kalabhavan Shajon",unknown,https://en.wikipedia.org/wiki/Velipadinte_Pusthakam,"During the Karkidakam season in 2007, Vishwanathan, also known as Bullet Vishwan (Anoop Menon), is ambushed while riding his motorbike. As he fights his attackers, two men—Maathan Tharakan (Siddique) and Kaaka Rameshan (Chemban Vinod Jose)—arrive. Maathan hits Vishwan with a steel bar, killing him.
Prof. Premraj, also called Kamaraj (Salim Kumar), is the vice-principal of a college who tries to stop relationships between male and female students while continuing a relationship with a cleaner, and watches pornographic videos. Two student gangs; the 'kadappuram' (seafront) gang led by Franklin (Appani Sarath) and the 'Thiruvananthapuram' (city) gang led by Sameer (Arun Kurian). During one of these fights, the gangs break a picture of Vishwan. Premraj installs CCTV cameras in the campus. Franklin's friend Vignyanaakoshi (Jude Anthany Joseph) interferes with the system to show pornographic videos; Premraj turns on the monitor, sees the videos and is caught by Fr. George Kaattuparambu (Shivaji Guruvayoor), who suspends him from his job. Premraj tells Sameer and his gang he is innocent of the offence but is being replaced as vice-principal and is powerless to act. He orders the gang to break the new vice-principle's legs; Sameer agrees to this and the gang hold a small protest by the gate as Vishwan's replacement arrives. Franklin also arrives and congratulates the new vice-principal.
The new vice-principal is Michael Idicula (Mohanlal), who avoids Sameer's plan to break his legs. He introduces himself to the teachers, including Mary (Anna Rajan). Michael's first class of students—especially Sameer, who was praised for making a short film—seem to like him. This disappoints Franklin, who was expecting Michael to befriend Franklin instead. One day, Michael meets Franklin's father Varkey (Prasad Mohammah), who is drunk and invites Michael to his house. He meets Franklin's family. Later, the physics teacher Anumol (Sneha Sreekumar), who is Mary's friend, decides to propose to Michael on her behalf. When they go to meet Michael, he tells them to meet after the morning Mass at the local Latin church. They discover Michael is a priest and wonder why he still did not marry. Anumol and Mary cancel their planned proposal; instead Anumol asks Michael if he knows anyone willing to marry Mary, to which Michael agrees. Meanwhile, Michael reconciles Sameer and Franklin and their gangs, and they also meet Vareethettan (Alencier Ley Lopez), who has been serving Micheal's family for a long time.
Michael, as vice-principal, is popular with the students and the staff. When Michael suggests making a feature film to raise money for building two hostels for the college, Fr. Kaattuparambu gives permission, providing only the Phoenix College staff and students are in the film. Michael calls his friend, Malayalam film producer Vijay Babu, about the project, and he agrees to take part. According to Vijay, the story is only suitable for a short film and Michael suggests the story of Vishwan,who had campaigned for a college to be built on land originally owned by Maathan Tharakan. He describes Vishwan as a violent but honest man who always did the right thing whenever he could. Maathan Tharakan killed Vishwan the day after the college's cornerstone was laid, and paid to have his right-hand man Kaaka Rameshan sent to jail. Vijay says the story is perfect and goes ahead with the project.
Auditions for the film's characters are held and all of the roles except that of Vishwan—whom no-one portrays well—are cast. Because of this, Vijay decides to freeze the project. They eventually find someone who is perfect for the role—Michael—who changes his appearance completely. The film's production begins.
Principal photography of the film begins; all of the actors—except Premraj (portraying Maathan Tharakan), who has difficulties in acting—perform well. Meanwhile, Michael meets Vishwan's widow Jayanthi (Priyanka Nair) and her second daughter Sreekutty, who explain that their first daughter died. One night, Premraj is beaten up by the real Maathan Tharakan and his gang, who warn him Michael will suffer the same fate if he carries on with the film. Michael goes to meet Maathan and tells him filming must continue. One night, Maathan tells Michael the story about Vishwan's death is wrong and that Kaaka Rameshan was the true killer; Vishwan was killed because he married Rameshan's lover Jayanthi. Shocked, Michael asks Sameer & Franklin to restructure the climax; after much argument, both agrees to the demands.
The crew film the death of Vishwan's first child. After the filming, Michael signs a form in the name of Vishwan, shocking Vareethettan. He tells the staff and students Michael's father resented his son becoming a priest and forcibly removed him from the seminary; this incident affected Michael as a psychological illness. Vareethettan says Michael adopts the personality of characters he really likes, and asks them to stop Michael from acting. Michael vanishes but he—still speaking as Vishwan—threatens Varkey into revealing how Vishwan's first daughter died; Varkey says Kaaka Rameshan drowned her in a pond. Varkey told the real Vishwan everything and Vishwan started fighting Rameshan and got himself killed. The next day, Rameshan is released from jail and tells some of the people there he killed Vishwan, shocking everyone. Rameshan creates a fuss at the filming and then arrives at the climax scene. There, Michael—who is supposed to be receiving a whack on the head from another actor—stops and beats up the actor. Rameshan gets involved and tells the crew he killed Vishwan, angering Michael, who nearly kills Rameshan.
Vishwan's death is not depicted in the students' film; instead a caption tells the audience; ""Vishwan lives in the minds of everyone"". Michael's illness has been cured and the bishop explains that Michael is the best person to inaugurate the new hostel. He does this and announces that he will become the new principal of the Phoenix College. The film ends as all of them stands together to take a selfie."
28649,2017,Adam Joan,Malayalam,Jinu Abraham,"Prithviraj Sukumaran, Bhavana, Mishti, Maniyanpilla Raju, Rahul Madhav, Narain Kumar, Siddique",unknown,https://en.wikipedia.org/wiki/Adam_Joan_(film),"Adam Joan Pothen is a rich planter who has a passion for farming. One day during one of his friend's marriage he meets Amy who sings in a choir and eventually they fall in love and get married. Adam's brother Alan (Unni) ,his wife Shweta and his mother are settled in Scotland. Adam and Amy go there for staying with them for a short while. Amy gets pregnant and is forced to stay there. While Adam was back in Kerala with his plantation business, Amy dies from child birth. Adam is overwhelmed and leaves his child Ila with his brother and wife who are childless. Adam believes that the child is the cause for his love of life's death and never visits her thereafter.
7 years later Adam returns to Scotland when his mother is killed while trying to save Ila from getting kidnapped. A guilt ridden Adam decides to find his child at any cost as a redemption for leaving her years back. After a clash between him and his family Adam shifts from his brother's house and starts an investigation of his own aided by his best friend Cyriac. After getting information about children being kidnapped from Edinburgh Adam find that it was really Satan Worshipers who had kidnapped Ila as she is half Jewish from her maternal side. The Satan worshipers sacrifices young Jew girls or Christian missionaries in order to satisfy Satan on the day which he is considered to be weak and thus Ila was kidnapped. Meanwhile, Cyriac discovers that Daisy, Swetha's friend hails from a family which secretly worships dark forces which they calls 'Karuthachan' and might have something to do with Ila's kidnapping. Adam and Cyriac kidnap Daisy who reveals that she is a part of a satanic cult spread across the Scottish mainland. She also reveals having taken Swetha to their church where she prayed that she wants to have her own child and was declared pregnant after 5 months. The cult's high priest Edward Williams, who is Daisy's and Swetha's senior at work demands that Swetha either have to serve her about to be born baby or Ila for Satan to which Swetha declines but the cult's real target was really Ila whose identity was given by Daisy to Edward and Swetha really knew it was them who kidnapped Ila and deeply apologizes to Adam. Adam then abducts Edward Williams and tortures him after he doesn't say nothing. Adam and Cyriac then searches Edwards house for more clues and returns. Adam alone takes Edward back to his home and destroys the evidences of his presence and kills Edward by throwing him off the stairs.
Adam still on track of Ila goes to Edward's grave after his funeral where he finds the other priests performing rituals on the grave. Adam follows Nathan, a Sri Lankan Tamilian priest whom he had met earlier with Ila but couldn't catch. On reaching his home Adam kidnaps his daughter and asks him to tell where Ila is. Nathan for the sake of his daughter tells him that Ila is going to be sacrificed on a ceremony to be conducted on Good Friday which will be attended by all the priests including him. Adam who had earlier arranged Cyriac to safely return Nathan's daughter back, is taken to the ceremonial place by Nathan who remind him that the new high priest Dr. Steve is a ruthless and brilliant man who will sense any danger. Adam is introduced to Steve as George Augustine a satanic priest from India. As prayers for Ila's sacrifice starts Steve blows Adam's cover but is disrupted by Nathan, who doesn't know that his daughter is safe tells Steve that his daughter's life is in his hands. Adam falls unconscious after being hit in the head after giving the wrong information and an angry Nathan charges towards Steve and is almost killed by the other priests and is left to die but Adam who wakes up rushes to his daughter and kills all the priests but is stabbed by Steve who almost kills him but Adam overpowers him and kills him. Adam rescues his daughter and escapes but succumbs to his injuries. Later Alan, Swetha and Ila visits Adam's grave where they meet Cyriac who asks Ila whether she knows who Adam was to which she responds that he was her father's brother. The film ends with Cyriac reminding that on the day when Ila knows the truth about how her father and mother sacrificed their lives for her she will come with more better flowers to be placed on their grave."
28650,2017,Njandukalude Nattil Oridavela,Malayalam,Althaf Salim,"Nivin Pauly, Ahaana Krishna, Aishwarya Lekshmi, Saiju Kurup, Lal, Dileesh Pothan",unknown,https://en.wikipedia.org/wiki/Njandukalude_Nattil_Oridavela,"Sheela Chacko (Shanthi Krishna) has a doubt that she is developing cancer after finding a lump on her body. She discloses this to her husband Chacko (Lal) and they contact their eldest son Kurien Chacko (Nivin Pauly), settled in London, and force him to come back home, still without disclosing the secret. Kurien misunderstands that it was his marriage matter.
Chacko and Sheela decide to go for a checkup at Dr. Saiju (Saiju Kurup)'s oncology clinic at Aster Medcity in Kochi, where Dr. Saiju tells them to come back after a few days when the results are available. Meanwhile, Kurien meets his old friend Subbu (Krishna Shankar) with whom he planned a supermarket chain but Subbu ending up being a supermarket owner on his own. A few days later, Dr. Saiju tells Sheela that she has Stage II breast cancer, but there isn't a problem and she can undergo chemotherapy. They realise they have to disclose the matter to the whole family, including Kurien, daughters Sarah (Ahaana Krishna) and Mary (Srinda Arhaan), and son-in-law Tony Edayady (Siju Wilson).
Everybody in the family goes gloomy and they agree for chemotherapy sessions including a lump removal surgery. In one of the chemotherapy sessions, as Chacko was petrified about going with Sheela, Kurien goes instead and there he meets Rachel in a funny situation. They then get to know each other and also that they have similar situations.
They meet occasionally and Rachel tricks Kurien by asking whether he wants to be her boyfriend. Kurien agrees but then he comes to know that she just tricked him and decides not to marry. Meanwhile, Sheela starts losing her hair as a side effect. So, she trims her head and temporarily quits her lecturing job. So, they decide to conduct Sara's engagement. At that occasion, Sara asks if Sheela has the confidence to go through the disease. Then Kurien explains a story about her during the Gulf War in 1990. Iraqi soldiers invaded Kuwait and they somehow escape to India via Jordan without her confidence going down even by a little bit.
One day, she develops a fever and the children take her to the hospital thinking it as serious. But, she comes out fine and Kurien goes to home alone where 'Appachan' (Grandfather) was alone. He asks for a piece of orange but as Kurien was obsessed with Lays, he decides to give him some Lays. As he bursts open the Lays packet, simultaneously the room blacks out with a deafening sound. 80-year-old Appappan dies instantly as his eardrum bursts. After that the family plans for a trip to Kodaikanal and when they reach there, Kurien gets a call from the doctor. He smiles after attending the call, signifying that Sheela has been cured of the disease. The following scenes show flashbacks where each family member cried behind closed doors, hiding their tears from Sheela. The last scene of the movie shows Kurien crying and when Sheela calls him, he wipes his tears and goes."
28651,2017,Matchbox,Malayalam,Sivaram Mony,"Roshan Mathew, Vishak Nair, Drishya Raghunath",unknown,https://en.wikipedia.org/wiki/Matchbox_(2017_film),"Ambu, a carefree college student falls in love with Nidhi, a girl he sees at a bus stop. He finds out that her father is a friend of his own father and tries to convey his feelings to her. However, by the time he could profess his feelings, things go away."
28652,2017,Parava,Malayalam,Soubin Shahir,"Dulquer Salmaan, Shane Nigam, Arjun Asokan, Srinda Arhaan, Indrans",unknown,https://en.wikipedia.org/wiki/Parava_(film),"The story revolves in Fort Cochin about the life of two tween boys. After a half hour, it changes to the life of a young boy his mentor and his friends, of which at the end a tragedy happens. After that the story comes back to the two boys, and at the end, revenge is taken on the tragedy and the movie has a feel-good happy ending with everything back to normal."
28653,2017,Pokkiri Simon,Malayalam,Jiju Anthony,"Sunny Wayne, Prayaga Martin, Jacob Gregory, Anjali Aneesh",unknown,https://en.wikipedia.org/wiki/Pokkiri_Simon,"Pokkiri Simon is a fun filled mass entertainer starring Sunny Wayne and Prayaga Martin. Simon (Sunny Wayne), Biju (Jacob Gregory) and Ganesh (Sarath Kumar) are local boys who are bound by their love towards Illayathalapathy Vijay. Though their parents want them to earn a living, they lead a careless life. Arjunan muthalali(Shammi Thilakan) and his brother Indran are criminals who does illegal activities in the city. One day Simon and friends while returning with cutout of Vijay (actor) to be placed in movie theater gets hit by Indran's car breaking the legs of the cutout. In that rage they fight with Indran and gang. Indran is admitted in the hospital and Simon is arrested by SI Satyan(Baiju). Simon is soon released from custody by CI Alex(Dileesh Pothan) who is like a brother for Simon and gang. Simon's father constable Yesudas(Ashokan) gets a pendrive from a fully burnt body while examining it. Some goons comes to Yesudas house to retrieve the pendrive , Simon fights them off. It was Arjunan who sent the goons . Knowing the power of Arjunan,Yesudas returns the pendrive and ask Arjunan to spare his son and friends.
To get in touch with Deepa(Prayaga Martin) Simon takes Ganesh's daughter Janaki to Deepa's dance class. One day Simon drops Janaki in front of her house after class and leaves . Ganesh informs Simon that his daughter is missing. Simon searches for her. He finds out that there is a racket that abducts children and use them for begging . A man from the gang is brought to his house and Simon interogates him in Thuppakki style. Meanwhile Janaki is released by the gang and she is admitted in the hospital. Simon learns Arjunan is behind the racket and some children are used for Organ trade . It is revealed that the burnt body was of doctor Jomon, he had discovered all the illegal activities in Arjunan's hospital and put in the pendrive. They burn him so that no witness exist and the pendrive burns along with him.Biju had taken the copy of the contents in pendrive hoping for Pornographic film. But that pendrive contained details of Arjunan's organ trade and illegal activities in the hospital. Simon and friends with CI Alex and Prof.Seetharaman(Nedumudi Venu) meet Arjunan and his gang in their hideout. There it is revealed that Alex was the partner in crime of Arjunan. Alex intention was to make local support for winning the upcoming election without any expense , so he befriended and supported Thalapathy fans and to enjoy luxury he joined hands with Arjunan. But the man from beggar gang already told Simon about Alex's involvement. The Thalapathy fans fight the villians. Alex , Arjunan and his gang are sent to jail. Alex explains how he ended in jail to his inmates Jude Anthany Joseph and Sudhi Koppa. Simon is shown to have become a police constable still keeping priority for Vijay."
28654,2017,Ramaleela,Malayalam,Arun Gopy,"Dileep, Prayaga Martin, Raadhika, Mukesh, Siddique, Renji Panicker",unknown,https://en.wikipedia.org/wiki/Ramaleela_(film),"Advocate Ramanunni is an MLA of Palakkad who after getting expelled from his political communist party, the CDP, because of assaulting the State Secretary Ambady Mohan, joins the rival secularist party, the NSP. Ramanunni, who has been receiving threats from CDP activists, decides to take a gun license for self-protection and this becomes a controversy in the news.
Ramanunni's mother Ragini disapproves of his decision to join the NSP as they come from a communist-oriented family, his father Raghavan, a CDP activist, believed to have been martyred by NSP activists. The NSP decides to appoint Ramanunni as their candidate in the upcoming election. The decision is opposed by Udhyabhanu, a veteran politician of the NSP, but this is overlooked by the others. Ramanunni, along with his sidekick Thomas Chacko, the NSP Youth Wing Secretary, attend an interview where Ambady Mohan assaults Ramanunni. As the promotions for the elections begin, the CDP announces their candidate as Ragini, who they think is the only person who can defeat Ramanunni.
While campaigning at a football match, Ambady Mohan is assassinated and Ramanunni and Chacko become the prime suspects. The Investigation Officer, Paulson Devassy finds out that Ramanunni's gun is missing a bullet, the studies match the bullet that killed Mohan with the bullets in Ramanunni's gun, and the ballistics show that the gun must have been used in the row where Ramanunni and Chacko were sitting. Ramanunni and Chacko escape from police custody and hide in the house of V.G. Madhavan, a journalist and a good friend of Ramanunni's. Madhavan's daughter Helena decides to help them. Now in disguise, they leave for a resort on an island off the coast of Goa.
Unknown to Ramanunni and Chacko, Helena televises all their actions through hidden cameras under the name of 'Hot Pursuit' in order to find the real culprit. With Ramanunni gone, the NSP appoint Sumesh Venjara, a disliked and weak politician, as their new candidate. In Goa, Ramanunni reveals that it was Ambady Mohan and Udhayabhanu were behind his father's death, not the NSP activists. As the videos get televised, Officer Paulson Devassy gathers evidence of Ambady Mohan's death that leads to Udhayabhanu, especially a can of Red Bull that was used as a suppressor, as Udhayabhanu was very fond of the drink. Police later arrest him.
It is revealed that televising Ramanunni's escape was his and Helena's plan to prove his innocence. Ramanunni goes on to win the election as an independent candidate. In a major twist, it turns out that it was actually Ramanunni who had assassinated Ambady Mohan with the help of a fellow CDP comrade Chandran. He accused Udhayabhanu because of his role in his father's death. He explains to his mother that it was his duty to remove all obstacles from the CDP's path. His mother salutes Ramanunni, and he does the same back."
28655,2017,Udaharanam Sujatha,Malayalam,Phantom Praveen,"Manju Warrier, Mamta Mohandas, Joju George, Nedumudi Venu",unknown,https://en.wikipedia.org/wiki/Udaharanam_Sujatha,"Sujatha (Manju Warrier) is a full-time housemaid and single mother. She lives to see her daughter Athira's (Anaswara Rajan) success, taking up more and more odd jobs to support her schooling. Her daughter, though, is far from grateful. She never studies, gets poor scores in her exams and won't quit believing that she can't be anything more than a housemaid like her mother.
Sujatha tells all her woes to George Paul (Nedumudi Venu), the man who employs her. A kind and open-hearted man, Paul tells Sujatha about an uncanny solution to her daughter's poor performance. Under the new plan, Sujatha will go to school as Athira, and Athira, seeing no other solution but to score better than her mother, will start studying well. Paul tells the Head Master of her daughter's school (Joju George), to admit Sujatha, an adult, into the 10th grade. After much ado, Sujatha goes to school once more. Athira, however, isn't exactly thrilled. She is almost disappointed when her mother seems to score better than she does. In retaliation, Athira studies well and scores a record 58% in her Maths paper. Sujatha is happy, and leaves school. But her smile fades soon as she discovers that Athira only scored because she didn't want to go to school with her mother.
Saddened about what to do, Sujatha decides to meet the Thiuvananthapuram District Collector (Mamta Mohandas) about her dream to see Athira as a Collector. The Collector tells Sujatha that she herself came from a very poor family and couldn't afford to go to ""coaching classes"" (which are basically classes conducted by private organizations, and often have very high tuitions) to pass her Civil Service Exams. Instead, she studied hard everyday and saved enough money to write the UPSC Exams in Delhi.
Meanwhile Athira is unmotivated due to the bleak chances she sees in her future. The daughter whenever she is forced to study, she mocks her mother being a lowly paid servant who doesn't have enough wealth or basic education. The mother takes the responsibility to instill in her daughter a positive attitude by initiative and insight from others. The mother finally takes up a bookbag for this."
28656,2017,Sherlock Toms,Malayalam,Shafi,"Biju Menon, Miya, Srinda Arhaan, Salim Kumar, Vijayaraghavan",unknown,https://en.wikipedia.org/wiki/Sherlock_Toms,"Young Thomas Joy is an avid follower of Sir Arthur Conan Doyle's world-famous investigative stories having Sherlock Holmes as the lead character. His friends call him 'Sherlock Toms' due to his keen observation skills. Even after facing some hiccups in life at a very young age he grows up to be an IRS officer but ends up having a troubled relationship with his wife Rekha. Film shows tom getting accidentally married to Rekha who doesn't adjust in anyway with Tom's difficulty and also doesn't show respect to Tom and his father. The sharp and shrewd Toms hits a new low when a raid and an operation planned by him sinks without a trace.Tom get suspended due to failure of the raid. Tom quarrels with wife due to the failure. But she bursts in tears and hurts Tom more and gives complaint to police to arrest Tom under Domestic Violence. Now tom has been filed case against by wife and the chit fund company where he had conducted raid. Tom gets arrested by police. During the hearing in court, Tom shouts seeing his advocate fail to prove his innocence, that he is going to commit suicide. The chief judge orders Tom to undergo psychiatric treatment as he tells of his plan to suicide and then only truth will come out. Film shows Tom fed up with life and going to suicide. During the commotion he accidentally enters Vijyaragavan's room and standing by window side, attracts police men and the media people and makes demands. First his suspension to be cancelled. Then his wife to sign a long waited divorce petition. Meanwhile Tom discover cancelled currencies in Vijayaraghavan's room for which he demand news reporter to show in the media and get him good name. By the time rescue team capture Tom from the window preventing his suicide. Then while in police custody, he confesses that all the act was his drama for a secret raid which his local friends did after previous scene in the film showing that they quarrelled and don't have contact anymore. The film ends with news reporter family search for a guy to marry the reporter from a newspaper and finds Tom's advertisement in search of a girl and the reporter telling he is rather good guy to get for her."
28657,2017,Tharangam,Malayalam,Dominic Arun,"Tovino Thomas, Santhy Balachandran, Balu Varghese, Neha Iyer, Vijayaraghavan",unknown,https://en.wikipedia.org/wiki/Tharangam_(2017_film),"The movie tells about Pappan (Tovino Thomas) a cop along with the struggles led with Joy (Balu Varghese). They land in trouble while investigating a business man's wife Ommana (Neha Iyer). They cross path with a smuggler Siju (Saiju Kurup), a dreaded gangster Raghu (Unni Mukundan) which leads to a chaotic situation."
28658,2017,Solo,Malayalam,Bejoy Nambiar,"Dulquer Salmaan, Neha Sharma, Sruthi Hariharan, Dino Morea, Ann Augustine, Sai Dhanshika, Deepti Sati, Manoj K. Jayan, Suhasini Maniratnam, R. Parthiepan, Nassar",unknown,https://en.wikipedia.org/wiki/Solo_(2017_film),"Genre: Romantic Drama
World of Shekhar is based on the Element of Water. It is a love story of a stammering, daring but loving young man named Shekhar (Dulquer Salmaan) and Radhika (Sai Dhanshika) who is a talented blind dancer, with an open mind. Their story starts in college, 4 years ago. There is a lot of fuss over whom Radhika loves, whether it is Shekhar's friend Sanju or a guy named Nelson. Finally, Radhika confesses her love for Shekhar in front of everyone and there is a small confrontation between Shekhar and Radhika, which begins the poetic love story. When families get to know about their relationship they don't approve of it. But as Radhika reveales to be pregnant, they agree for the wedding. After celebrating their happiest days of their lives during the wedding, Radhika passes away while delivering their baby. Shekhar, not being able to accept the truth goes out on his bike, only to meet with an accident. However, the story ends with Shekhar playing with their daughter on a beach. Thereby, fulfilling a promise made to Radhika to take their daughter to a beach and spend time with her; just as Radhika's father did for her just before she lost her eye sight.
Genre: Revenge Thriller
The story begins with Ayesha (Arthi Venkatesh) whose cycle collides with a BMW driven by Thomas Zachariah (Renji Panicker), a rich businessman. Zachariah's son in law Justin (Anson Paul) decides to save her, but Zachariah declines by saying they will be arrested for drunk driving. Justin puts her in the car anyway and rushes to the hospital, but Ayesha dies on the way. Instead of taking the body to the hospital, Zachariah disposes it on the road.
Four years later, Justin and his wife Annie (Ann Augustine) are saddened by the demise of Zachariah. After returning from a business deal, Justin discovers that his car brakes are not working. The car crashes leaving Justin wounded, but he is saved by Dr. Trilok Menon (Dulquer Salmaan), a veterinary surgeon. As Trilok rushes to the hospital with Justin, Justin notices a photo of Ayesha in Trilok's car and realizes she was his wife.
After recovering, Justin tells everything to Annie and decides to tell the truth to Trilok. Justin narrates the whole incident and Trilok asks him whether he can feel his hand. Trilok reveals that it was really him who killed Zachariah, that the accident was orchestrated by him too, and he also injected a drug in Justin's drip a few minutes back which would make him brain dead. He says he was tracking them all these years and had heard everything that Zachariah and Justin said during the incident through Ayesha's bluetooth earbuds, telling him that she was pregnant and still alive even after they disposed of her. Trilok then exits the room leaving Justin to die.
Genre: Crime Drama
Siva's mother leaves him, his father, and his brother Siddhu. Years later, Siva is now a gangster working under his mentor Bhadran, a crime boss. Siva protects his brother and is harsh on his wife Rukku(Sruthi Hariharan). Siddhu is invited to join the gang by Bhadran when he is released from prison for almost killing someone in the middle of the college.
Siva's life changes when his father is found shot in a bar. Over the CCTV records, his father was killed by Vishnu, a crime boss in Mumbai and Siva decides to take revenge. Siva along with two of his gang members Nandha and Prabha goes to Mumbai. On the bus to Mumbai, Siddhu is found by Nandha and Siva attempts to throw him out but Nandha allows him to stay. On reaching Mumbai, Siva joins hands with a gangster to terminate Vishnu.
The next night Siva and gang reach Vishnu and start a shootout in a ritual place,which gets Prabha and many others are killed. Siva eliminates almost every member of Vishnu's gang and Siddhu escapes, and rushing to Siva only to see him get killed by Vishnu. Siddhu and Nandha manage to escape and reach their hideout hotel. The next morning,a revenge and fury filled Siddhu takes Nandha's gun and goes to Vishnu's house, only to be shocked by seeing his mother there who is now Vishnu's wife. It is revealed that this was why Vishnu killed Siva and Siddhu's father, this kills Siva. As Vishnu enters the room, Siddhu shoots on the chest and kills him and his mother begs him to escape. The story ends with a grieving Siddhu running through the streets of Mumbai.
Genre: Romantic Thriller
Rudra Ramachandran is an army trainee, madly in love with his girlfriend Akshara(Neha Sharma). He constantly ruins Akshara's marriage proposals by creating a scene in their house.
Rudra is the son of Brig. Ramachandran and Vidya who always scold him for his aggressive behavior, but his father always considered him a friend. Akshara's father Brig. Sundararajan decides to file a case against him in order to expel him from the army as revenge for his aggressive actions, but Rudra's father and mother request him not to. Later, Akshara tells Rudra that she got admission for a degree in Australia and has to leave soon. She promises that she will always be his.
Four years later, Rudra is an army officer narrating the story to his senior officer Col. Raunaq Sachdeva and team. He tells them that Akshara has not contacted him and he went to Australia, but she refused to see him and now he received her marriage invitation. Raunaq says that his team must never accept defeat and that Rudra must go to the marriage. Rudra along with Raunaq, Daisy, and others go to Akshara's house the day before her marriage. Rudra sees, her but she refuses to talk to him. The night before the marriage, Rudra barges in and demands Alok, Akshara's fiance to fight with him. Alok, a boxing champion, beats up Rudra, but Raunaq motivates him to fight back. Rudra brutally beats up Alok but is hindered by Akshara who tells him that it was really his father, whom he considered as his best friend, who asked her not to be with him. A shocked Rudra leaves the function. Later, his mother tells him that his father had an affair with another lady when he was 2 years old and that his parents were on the verge of divorce. Although he stopped for the sake of his marriage, the lady was declared pregnant. It is revealed to be Akshara's mother which makes a possibility that Akshara is Brig, Ramachandran's daughter, and Rudra's half-sister. The film ends with Rudra asking for forgiveness from Alok on the day of his marriage with Akshara."
28659,2017,Aakashamittayi,Malayalam,M. Padmakumar/Samuthirakani,"Jayaram, Iniya, Kalabhavan Shajon, Sarayu",unknown,https://en.wikipedia.org/wiki/Aakashamittayi,"The story is about three fathers with different mindsets, and how that reflects on the way they raise their respective kids.[1][2]"
